Date,SO2 (ppb),O3 (ppb),PM 2.5  (μg/m 3 ),NO2 (ppb)
2014/04/18,3.2,31.2,0.0,14.51
2014/04/18,0.0,0.0,21,0.0
2014/04/17,0.0,0.0,27,0.0
2014/04/17,3.7,45.6,0.0,11.96
2014/04/16,6.4,51.3,0.0,14.66
2014/04/16,0.0,0.0,27,0.0
2014/04/15,0.0,0.0,32,0.0
2014/04/15,4.3,48.7,0.0,20.48
2014/04/14,0.0,0.0,22,0.0
2014/04/14,4,38.9,0.0,15.4
2014/04/13,0.0,0.0,20,0.0
2014/04/13,2.3,31.9,0.0,10.8
2014/04/12,3.6,0.0,0.0,17.97
2014/04/11,6.6,36,0.0,25.53
2014/04/11,0.0,0.0,46,0.0
2014/04/10,0.0,0.0,32,0.0
2014/04/10,3.6,33.7,0.0,24.38
2014/04/09,0.0,0.0,33,0.0
2014/04/09,3.1,30,0.0,23.4
2014/04/08,0.0,0.0,25,0.0
2014/04/08,3.7,32.1,0.0,23.46
2014/04/07,2.2,32.7,0.0,21.29
2014/04/07,0.0,0.0,30,0.0
2014/04/06,0.0,0.0,51,0.0
2014/04/06,4.6,41.5,0.0,21.15
2014/04/05,0.0,0.0,52,0.0
2014/04/05,3.1,40,0.0,22.24
2014/04/04,0.0,0.0,32,0.0
2014/04/04,3.6,33.9,0.0,23.59
2014/04/03,2.6,28.4,0.0,22.11
2014/04/03,0.0,0.0,38,0.0
2014/04/02,0.0,0.0,21,0.0
2014/04/02,3.3,18.1,0.0,27.81
2014/04/01,0.0,0.0,24,0.0
2014/04/01,3,31.7,0.0,19.95
2014/03/31,0.0,0.0,40,0.0
2014/03/31,2.7,35,0.0,20.8
2014/03/30,0.0,0.0,29,0.0
2014/03/30,2.6,32.8,0.0,0.0
2014/03/29,2,18.3,0.0,12.98
2014/03/29,0.0,0.0,26,0.0
2014/03/28,4.3,29.9,0.0,0.0
2014/03/28,0.0,0.0,34,0.0
2014/03/27,0.0,0.0,36,0.0
2014/03/27,3.8,26.4,0.0,0.0
2014/03/26,0.0,0.0,29,0.0
2014/03/26,5.6,22.3,0.0,0.0
2014/03/25,6.2,28.6,0.0,0.0
2014/03/25,0.0,0.0,42,0.0
2014/03/24,4.9,29.7,0.0,0.0
2014/03/24,0.0,0.0,39,0.0
2014/03/23,0.0,30.3,0.0,0.0
2014/03/22,0.0,0.0,26,0.0
2014/03/22,3.7,24,0.0,23.24
2014/03/21,0.0,36.4,0.0,16.06
2014/03/21,0.0,0.0,21,0.0
2014/03/20,3.1,29.5,0.0,14
2014/03/20,0.0,0.0,37,0.0
2014/03/19,0.0,0.0,60,0.0
2014/03/19,5.4,38.5,0.0,20.02
2014/03/18,6.1,19.9,0.0,28.68
2014/03/18,0.0,0.0,51,0.0
2014/03/17,6.6,30.1,0.0,30.67
2014/03/17,0.0,0.0,61,0.0
2014/03/16,0.0,0.0,65,0.0
2014/03/16,5.6,22.4,0.0,32.96
2014/03/15,5.6,27.3,0.0,31.01
2014/03/15,0.0,0.0,47,0.0
2014/03/14,0.0,0.0,43,0.0
2014/03/14,4.1,38.7,0.0,22.13
2014/03/13,2.6,13.8,0.0,25.21
2014/03/13,0.0,0.0,25,0.0
2014/03/12,5.1,16.1,0.0,35.26
2014/03/11,0.0,0.0,82,0.0
2014/03/11,6.1,14.8,0.0,33.78
2014/03/10,0.0,0.0,36,0.0
2014/03/10,4.7,21.2,0.0,22.73
2014/03/09,2.2,30.9,0.0,13.8
2014/03/09,0.0,0.0,10,0.0
2014/03/08,0.0,0.0,23,0.0
2014/03/08,1.8,16.1,0.0,26.19
2014/03/07,0.0,0.0,12,0.0
2014/03/07,3.2,20,0.0,23.36
2014/03/06,0.0,0.0,20,0.0
2014/03/06,2.9,19.2,0.0,24.72
2014/03/05,0.0,0.0,14,0.0
2014/03/05,2.1,26.3,0.0,17.56
2014/03/04,0.0,0.0,35,0.0
2014/03/04,4,17.6,0.0,29.05
2014/03/03,2.2,25.9,0.0,21.18
2014/03/03,0.0,0.0,19,0.0
2014/03/02,2.4,23.6,0.0,15.54
2014/03/02,0.0,0.0,26,0.0
2014/03/01,4,26.2,0.0,18.93
2014/03/01,0.0,0.0,42,0.0
2014/02/28,4.4,24.5,0.0,28.65
2014/02/28,0.0,0.0,42,0.0
2014/02/27,2.9,24.3,0.0,24.41
2014/02/27,0.0,0.0,29,0.0
2014/02/26,3.7,22.4,0.0,29.18
2014/02/26,0.0,0.0,44,0.0
2014/02/25,0.0,0.0,57,0.0
2014/02/25,4.4,23.7,0.0,27.37
2014/02/24,0.0,0.0,58,0.0
2014/02/24,3.7,26.9,0.0,23.94
2014/02/23,1.9,29.8,0.0,16.34
2014/02/23,0.0,0.0,28,0.0
2014/02/22,2.7,29,0.0,22.07
2014/02/21,3.4,29.7,0.0,21.91
2014/02/20,2.7,37,0.0,13.94
2014/02/20,0.0,0.0,27,0.0
2014/02/19,0.0,0.0,7,0.0
2014/02/19,1.4,20.4,0.0,16.9
2014/02/18,0.0,0.0,43,0.0
2014/02/18,3.3,19.9,0.0,23.58
2014/02/17,3.6,23.9,0.0,26.3
2014/02/17,0.0,0.0,46,0.0
2014/02/16,0.0,0.0,38,0.0
2014/02/16,3.1,20.1,0.0,26.14
2014/02/15,2.9,17.9,0.0,23.68
2014/02/15,0.0,0.0,22,0.0
2014/02/14,0.0,0.0,16,0.0
2014/02/14,2.3,25,0.0,13.93
2014/02/13,0.0,0.0,15,0.0
2014/02/13,0.0,17.3,0.0,0.0
2014/02/12,2.5,16.9,0.0,19.62
2014/02/12,0.0,0.0,16,0.0
2014/02/11,0.0,0.0,17,0.0
2014/02/11,2,18.6,0.0,18.55
2014/02/10,1.8,23.5,0.0,14.42
2014/02/10,0.0,0.0,8,0.0
2014/02/09,0.0,0.0,10,0.0
2014/02/09,1.7,15.5,0.0,18.55
2014/02/08,0.0,0.0,21,0.0
2014/02/08,2.2,10.9,0.0,19.58
2014/02/07,2.7,15.5,0.0,22.58
2014/02/07,0.0,0.0,32,0.0
2014/02/06,0.0,0.0,31,0.0
2014/02/06,3.3,20,0.0,25.04
2014/02/05,2.1,20.2,0.0,21.56
2014/02/05,0.0,0.0,19,0.0
2014/02/04,0.0,0.0,22,0.0
2014/02/04,1.7,30.8,0.0,13.12
2014/02/03,2.3,25.2,0.0,18.96
2014/02/03,0.0,0.0,32,0.0
2014/02/02,0.0,0.0,24,0.0
2014/02/02,2.2,29.8,0.0,17.19
2014/02/01,0.0,0.0,34,0.0
2014/02/01,2.2,33.2,0.0,16.13
2014/01/31,0.0,0.0,62,0.0
2014/01/31,4.2,30.9,0.0,22.97
2014/01/30,0.0,0.0,64,0.0
2014/01/30,4.5,31.1,0.0,28.65
2014/01/29,4.3,24.7,0.0,31.11
2014/01/29,0.0,0.0,46,0.0
2014/01/28,0.0,0.0,33,0.0
2014/01/28,3.6,19.2,0.0,32.55
2014/01/27,3.6,22.5,0.0,28.08
2014/01/27,0.0,0.0,33,0.0
2014/01/26,0.0,0.0,39,0.0
2014/01/26,3.3,23.5,0.0,22.35
2014/01/25,0.0,0.0,21,0.0
2014/01/25,2.2,19.6,0.0,25.89
2014/01/24,0.0,0.0,35,0.0
2014/01/24,3.9,24,0.0,32.32
2014/01/23,3.8,22.4,0.0,29
2014/01/23,0.0,0.0,31,0.0
2014/01/22,2.8,28.7,0.0,17.08
2014/01/22,0.0,0.0,23,0.0
2014/01/21,4.3,29.8,0.0,17.82
2014/01/21,0.0,0.0,49,0.0
2014/01/20,1.9,27.9,0.0,24.64
2014/01/20,0.0,0.0,61,0.0
2014/01/19,2.2,35.6,0.0,0.0
2014/01/19,0.0,0.0,77,0.0
2014/01/18,0.0,0.0,48,0.0
2014/01/18,4.5,38.6,0.0,17.61
2014/01/17,0.0,0.0,35,0.0
2014/01/17,3.1,19.4,0.0,29.9
2014/01/16,0.0,0.0,33,0.0
2014/01/16,3.6,19.9,0.0,28.74
2014/01/15,2.4,30.9,0.0,18.26
2014/01/15,0.0,0.0,22,0.0
2014/01/14,2.1,27,0.0,15.37
2014/01/14,0.0,0.0,22,0.0
2014/01/13,3,28.7,0.0,15.21
2014/01/13,0.0,0.0,24,0.0
2014/01/12,0.0,0.0,37,0.0
2014/01/12,1.9,24,0.0,15.47
2014/01/11,0.0,0.0,36,0.0
2014/01/11,3.6,19.3,0.0,25.69
2014/01/10,0.0,0.0,16,0.0
2014/01/10,3,21.1,0.0,22.83
2014/01/09,2.1,25.4,0.0,15.9
2014/01/09,0.0,0.0,17,0.0
2014/01/08,3.3,23.8,0.0,28.61
2014/01/08,0.0,0.0,50,0.0
2014/01/07,0.0,0.0,56,0.0
2014/01/07,4.3,21.6,0.0,35.35
2014/01/06,0.0,0.0,71,0.0
2014/01/06,5,11.8,0.0,41.56
2014/01/05,0.0,0.0,79,0.0
2014/01/05,5,24.6,0.0,26.66
2014/01/04,6.3,22.6,0.0,29.89
2014/01/04,0.0,0.0,62,0.0
2014/01/03,0.0,0.0,43,0.0
2014/01/03,4.4,18.7,0.0,32.67
2014/01/02,3.9,23.4,0.0,34.33
2014/01/02,0.0,0.0,42,0.0
2014/01/01,0.0,0.0,57,0.0
2014/01/01,3.5,22.7,0.0,29.63
2013/12/31,0.0,0.0,57,0.0
2013/12/31,4.8,19.8,57,30.73
2013/12/30,0.0,0.0,49,0.0
2013/12/30,4.5,13.6,49,26.53
2013/12/29,0.0,0.0,34,0.0
2013/12/29,2.1,16.8,34,16.93
2013/12/28,3.6,14.9,36,20.9
2013/12/28,0.0,0.0,36,0.0
2013/12/27,9.3,25.6,99,20.38
2013/12/27,0.0,0.0,99,0.0
2013/12/26,0.0,0.0,25,0.0
2013/12/26,3.5,27,25,16.02
2013/12/25,0.0,0.0,21,0.0
2013/12/25,2.9,19,21,22
2013/12/24,0.0,0.0,14,0.0
2013/12/24,2.4,21.1,14,17.93
2013/12/23,0.0,0.0,19,0.0
2013/12/23,2.5,13.6,19,23.8
2013/12/22,0.0,0.0,25,0.0
2013/12/22,2.6,20.6,25,17.16
2013/12/21,0.0,0.0,30,0.0
2013/12/21,2.6,16,30,18.94
2013/12/20,0.0,0.0,29,0.0
2013/12/20,2.9,19,29,21.96
2013/12/19,0.0,0.0,35,0.0
2013/12/19,3.4,25.2,35,15.6
2013/12/18,2,22.6,10,12.95
2013/12/18,0.0,0.0,10,0.0
2013/12/17,1.8,19.1,10,16.58
2013/12/17,0.0,0.0,10,0.0
2013/12/16,3.5,14.8,27,20.55
2013/12/16,0.0,0.0,27,0.0
2013/12/15,2.9,8.2,23,24.91
2013/12/14,3.1,15.4,28,25.56
2013/12/13,3.7,5.9,49,29.49
2013/12/12,5.7,11,55,36.9
2013/12/11,4.3,20.4,44,21.25
2013/12/10,5.1,16.4,81,24.28
2013/12/09,2.9,21.7,61,22.68
2013/12/08,5.4,19.5,59,31.53
2013/12/07,2.9,18.5,52,33.85
2013/12/06,3,22.8,44,30.52
2013/12/05,4.4,26.1,51,32.71
2013/12/04,3.5,28.1,62,30.35
2013/12/03,4.7,30.4,67,33.82
2013/12/02,3.9,20.3,34,30.13
2013/12/01,2.6,25.2,48,23.13
2013/11/30,4.1,31,48,27.16
2013/11/29,4.5,31.2,32,19.1
2013/11/28,2.9,23.8,30,15.5
2013/11/27,3.6,30.9,55,19.81
2013/11/26,5.8,20.4,47,33.02
2013/11/25,2.3,24.2,25,19.04
2013/11/24,3.7,31.2,81,24.34
2013/11/23,6,14,52,33.95
2013/11/22,4.1,7.3,66,37.07
2013/11/21,4.2,25,99,39.09
2013/11/20,5.3,26,99,37.37
2013/11/19,4.8,27.2,57,30.38
2013/11/18,4.4,32.3,47,22.76
2013/11/17,3.7,37.6,52,18.85
2013/11/16,3.2,23.8,44,20.81
2013/11/15,3.1,20.8,27,20.66
2013/11/14,2.8,29.7,26,20.88
2013/11/13,4.6,19.3,38,27.87
2013/11/12,4.9,24.3,32,28.49
2013/11/11,3.2,16.5,50,20.91
2013/11/10,4.4,21.1,73,23.45
2013/11/09,3.8,33.1,63,21.25
2013/11/08,5,32.8,65,27.86
2013/11/07,3.7,30.2,36,23.68
2013/11/06,3.7,18.5,40,25.74
2013/11/05,3.1,20.2,25,26.15
2013/11/04,2.5,28,16,15.81
2013/11/03,2,18.1,24,14.27
2013/11/02,2.7,18.1,32,21.4
2013/11/01,3.9,34,38,25.57
2013/10/31,3.8,42.1,57,23.9
2013/10/30,6.2,41.8,56,30.04
2013/10/29,3.2,36.6,41,22.11
2013/10/28,2.5,37.3,41,22.81
2013/10/27,2.8,32.9,51,21.96
2013/10/26,3.1,49.4,43,17.38
2013/10/25,3.3,53.7,52,12.61
2013/10/24,2.1,52.1,31,9.91
2013/10/23,1.6,51.6,41,11.93
2013/10/22,2.4,54.7,45,11.4
2013/10/21,2.1,45.1,23,10.35
2013/10/20,2.5,34.6,19,11.76
2013/10/19,3.1,30.7,28,18.33
2013/10/18,2.8,35.7,28,20.37
2013/10/17,3.2,33.8,31,18.68
2013/10/16,2.4,43.3,30,14.94
2013/10/15,1.9,40.7,30,11.42
2013/10/14,3.3,32.9,35,22.33
2013/10/13,3.9,30.6,37,22.45
2013/10/12,3.2,32.2,37,22.33
2013/10/11,3.5,21.1,29,20.72
2013/10/10,3,23.8,0.0,17.98
2013/10/09,4.4,39.5,0.0,19.76
2013/10/08,4.7,47.7,51,16.48
2013/10/07,3.9,30.9,30,16.63
2013/10/06,0.9,24.9,17,11.25
2013/10/05,2,34.6,28,11.7
2013/10/04,2,45.5,22,14.82
2013/10/03,2.2,50.5,41,14.05
2013/10/02,3.1,48.3,35,13.78
2013/10/01,2.7,30.5,28,19.12
2013/09/30,3.1,30.5,35,17.15
2013/09/29,3.6,35.7,41,15.8
2013/09/28,3.6,36.4,38,19.89
2013/09/27,3.3,29.3,26,18.92
2013/09/26,2.8,32.5,24,13.44
2013/09/25,3.4,27.3,31,20.14
2013/09/24,2.2,31.1,31,13.17
2013/09/23,1.9,22.9,23,14
2013/09/22,2.4,18.5,18,11.86
2013/09/21,2.7,6.4,19,17.66
2013/09/20,1,18.9,18,11.59
2013/09/19,2.6,41.8,33,13.61
2013/09/18,4.1,56.1,43,20.67
2013/09/17,3.8,39,37,19.09
2013/09/16,2.4,40,32,18.58
2013/09/15,2,34.9,29,10.81
2013/09/14,2.6,43.8,37,14.07
2013/09/13,4,36.9,32,15.32
2013/09/12,4.6,42,51,18.31
2013/09/11,4.4,52.7,68,16.67
2013/09/10,3.5,49.1,57,15.18
2013/09/09,3.5,40,56,17.26
2013/09/08,3,48.3,47,16.29
2013/09/07,3.6,45.2,45,19.44
2013/09/06,3.2,42.8,48,20.97
2013/09/05,3.8,51.4,49,20.49
2013/09/04,3.6,38.9,49,22.64
2013/09/03,3,48.7,42,17.37
2013/09/02,2.6,28.6,35,23.92
2013/09/01,1.5,43,17,13.24
2013/08/31,1.7,29.8,9,14.07
2013/08/30,3.4,12.8,11,13.18
2013/08/29,2.3,13.4,15,12.66
2013/08/28,3.5,37.2,32,12.47
2013/08/27,3.5,24.8,23,14.7
2013/08/26,2.9,21.6,19,12.55
2013/08/25,2.3,20.1,16,9.61
2013/08/24,1.5,18,11,9.91
2013/08/23,0.0,0.0,0.0,0.0
2013/08/22,2.5,29.1,14,11.06
2013/08/21,1.9,16.1,14,10.47
2013/08/20,2.5,19.3,17,14.29
2013/08/19,2.5,30,24,10.5
2013/08/18,2.1,27.5,30,12.09
2013/08/17,3,25.8,24,14.22
2013/08/16,3.1,32.2,22,14.72
2013/08/15,1.9,21.8,14,13.32
2013/08/14,3.3,24.9,27,14
2013/08/13,4.5,31.2,42,14.02
2013/08/12,3.9,37.8,38,14.18
2013/08/11,2.7,23.9,21,11.64
2013/08/10,2.7,23.5,25,11.87
2013/08/09,2.9,25.3,20,10.17
2013/08/08,2.8,22.3,16,8.23
2013/08/07,3,26.2,27,9.36
2013/08/06,3,30.9,28,11.73
2013/08/05,2.4,26.6,28,8.9
2013/08/04,4.4,29.8,29,10.38
2013/08/03,2.6,39,23,10.5
2013/08/02,2.7,23.8,24,13.24
2013/08/01,3.7,34.2,26,15.04
2013/07/31,2,25.6,13,12.66
2013/07/30,5.8,27.5,25,13.28
2013/07/29,4.6,23.4,22,12.69
2013/07/28,3.6,26.6,21,10.17
2013/07/27,2.5,29.2,16,8.36
2013/07/26,3.1,25.7,15,10.32
2013/07/25,2.9,21.7,12,9.11
2013/07/24,3.7,37.6,35,12.85
2013/07/23,5.8,38.4,44,16.63
2013/07/22,3.1,37.1,36,14.8
2013/07/21,2.1,36.2,34,10.16
2013/07/20,2.4,44.7,42,14.47
2013/07/19,3.5,38.1,28,19.97
2013/07/18,2.7,20.7,25,20.06
2013/07/17,2.8,26.2,18,15.17
2013/07/16,2.6,16.9,14,13.09
2013/07/15,2.1,23.9,10,9.74
2013/07/14,1.9,18.5,15,9.9
2013/07/13,1,31.1,15,7.01
2013/07/12,2.2,27.2,30,9.97
2013/07/11,2,31.9,27,11.21
2013/07/10,2.2,25.5,17,13.54
2013/07/09,4.6,16.1,18,15.52
2013/07/08,2.6,24.9,15,11.84
2013/07/07,2,22.2,17,9.22
2013/07/06,1.8,22,12,11.97
2013/07/05,2.3,20.2,0.0,10.52
2013/07/04,3,31.1,21,10.05
2013/07/03,2.3,21.3,16,10.97
2013/07/02,2.8,37.8,0.0,12.09
2013/07/01,3,36,15,11.9
2013/06/30,3.3,26.2,46,11.12
2013/06/29,2.3,25.3,40,9.11
2013/06/28,1.9,23.9,35,7.93
2013/06/27,1.3,22.9,34,7.52
2013/06/26,1.5,24.6,36,8.47
2013/06/25,2.5,14.8,22,12.49
2013/06/24,3,20.6,18,9.02
2013/06/23,2.4,28.8,30,9.63
2013/06/22,4.5,39.6,23,18.06
2013/06/21,3.7,24.4,26,17.65
2013/06/20,3.8,22.6,31,13.73
2013/06/19,3.8,25.1,25,13.12
2013/06/18,3,26.6,31,12.92
2013/06/17,2.4,25.3,25,17.91
2013/06/16,3.5,34.7,26,0.0
2013/06/15,2.2,26.2,24,16.44
2013/06/14,3.2,23.3,23,17.08
2013/06/13,2.4,22.6,24,14.72
2013/06/12,1.9,21.1,14,14.06
2013/06/11,2.6,20.9,18,13.54
2013/06/10,2.9,16.6,17,13.84
2013/06/09,2,17.8,18,9.16
2013/06/08,2,23.7,26,9.67
2013/06/07,3,35.1,34,12.6
2013/06/06,2.4,25.6,22,17.97
2013/06/05,2.9,20.3,28,20.92
2013/06/04,3.5,31,35,19.09
2013/06/03,3,35.4,28,13.34
2013/06/02,1.5,23.7,18,7.52
2013/06/01,3.1,23.8,24,10.31
2013/05/31,3.5,25.2,21,11.21
2013/05/30,3.1,24.2,20,9.63
2013/05/29,3.3,25.9,19,11.47
2013/05/28,2.7,19.5,0.0,13.44
2013/05/27,2.2,18.1,15,8.36
2013/05/26,1.6,34.7,25,7.02
2013/05/25,3.2,42.7,34,12.22
2013/05/24,2.9,30.2,23,17.09
2013/05/23,2.5,12.7,13,18.39
2013/05/22,3.7,17,11,15.19
2013/05/21,2.6,26,16,13.19
2013/05/20,1.6,17.7,16,12.64
2013/05/19,2.7,24.3,17,10.76
2013/05/18,2.6,26.3,15,10.53
2013/05/17,2.5,28.1,13,13.75
2013/05/16,2.8,9,11,15.1
2013/05/15,2.1,21.4,11,16.66
2013/05/14,2.5,27,16,18.61
2013/05/13,2.1,19.6,9,16.39
2013/05/12,3.4,18.6,17,19.71
2013/05/11,2.1,20.8,10,14.23
2013/05/10,3.4,24.2,39,14.57
2013/05/09,6.6,32,53,25.68
2013/05/08,4.5,34.9,57,19.16
2013/05/07,4.3,35.6,42,20.03
2013/05/06,3.5,32.6,35,26.07
2013/05/05,4.6,37.1,31,23.39
2013/05/04,2.8,36.7,39,31.09
2013/05/03,4,12.5,39,39.33
2013/05/02,3.9,17.8,29,32.99
2013/05/01,1.9,27.5,14,22.65
2013/04/30,2.7,25.1,22,14.17
2013/04/29,4.5,31.8,33,22.37
2013/04/28,2.4,33.1,33,21.92
2013/04/27,2.8,38.3,28,22.16
2013/04/26,4.7,20.7,29,37.05
2013/04/25,3.3,17.8,34,23.66
2013/04/24,4.2,37.4,42,15.14
2013/04/23,5,43.8,58,24.16
2013/04/22,3.4,37.2,28,27.29
2013/04/21,2.9,29.8,9,16.65
2013/04/20,5.1,22.9,52,26.42
2013/04/19,4.1,28.7,37,24.85
2013/04/18,3.6,19.8,29,17.93
2013/04/17,3.6,25.4,37,22.75
2013/04/16,2.9,38.7,43,18.84
2013/04/15,4.4,26,21,28.06
2013/04/14,1.8,18.9,18,25.38
2013/04/13,4.1,15.5,36,30.9
2013/04/12,3.2,12.7,27,36.24
2013/04/11,4.9,6.7,51,40.11
2013/04/10,2.7,30.6,33,25.9
2013/04/09,3.4,20.5,49,33.75
2013/04/08,4.3,30.6,61,31.79
2013/04/07,3,49.2,28,17
2013/04/06,2.1,26.4,13,19.17
2013/04/05,2.4,17.3,10,19.6
2013/04/04,2.5,31.9,34,20.52
2013/04/03,4.3,44.3,67,25.82
2013/04/02,3,29.7,51,25.03
2013/04/01,3.1,17.4,17,30.32
2013/03/31,2.4,28.1,21,19.83
2013/03/30,3.2,37.6,36,20.99
2013/03/29,2.3,45,30,19.04
2013/03/28,3.2,33.3,38,25.16
2013/03/27,2.1,35.3,24,25.06
2013/03/26,3.5,33,47,21.03
2013/03/25,2.3,39.6,28,18.48
2013/03/24,2.7,19.4,54,20.06
2013/03/23,3.3,27.5,47,20.31
2013/03/22,4,27.3,36,23.57
2013/03/21,2.9,19,39,26.99
2013/03/20,3.5,17.5,28,15.25
2013/03/19,3,25.7,34,13.99
2013/03/18,2.9,22.8,41,19.61
2013/03/17,4,40.7,43,18.47
2013/03/16,3.3,32.1,48,27.55
2013/03/15,4.5,19.3,24,27.46
2013/03/14,1.3,31.9,17,17.09
2013/03/13,3.5,20.6,39,20.97
2013/03/12,4.7,33.4,44,29.93
2013/03/11,3.4,35.4,42,24.71
2013/03/10,2.7,36.6,38,15.72
2013/03/09,3.6,46.6,49,19.71
2013/03/08,4.7,48.4,45,30.12
2013/03/07,4.1,41.5,61,27.35
2013/03/06,4,46.8,66,25.31
2013/03/05,3.8,42.5,48,28.88
2013/03/04,3.9,29.2,19,25.24
2013/03/03,1.9,25.8,12,16.19
2013/03/02,1.6,28,16,15.55
2013/03/01,3.1,34.8,59,21.61
2013/02/28,3.3,34.4,46,20.88
2013/02/27,4,21.1,44,29.27
2013/02/26,4.9,21.8,77,32.25
2013/02/25,3.7,28.8,106,29.33
2013/02/24,4,35.9,77,22.88
2013/02/23,2.8,35.8,26,20.17
2013/02/22,1.4,35.4,15,15.28
2013/02/21,2.1,26.5,22,18.39
2013/02/20,1.8,26.7,12,18.54
2013/02/19,2.9,22.4,25,19.37
2013/02/18,5.4,39,54,22.73
2013/02/17,3.9,29.9,39,23.14
2013/02/16,2.1,38.2,21,17.42
2013/02/15,3.4,20.4,39,22.23
2013/02/14,2.4,26.4,53,18.78
2013/02/13,1.5,33.6,15,14.12
2013/02/12,1.2,26.3,16,12.79
2013/02/11,0.6,27.3,12,10.58
2013/02/10,1.6,25.8,14,12.63
2013/02/09,1.5,29.3,15,12.42
2013/02/08,0.0,30.1,11,15.86
2013/02/07,1,25.2,43,25.04
2013/02/06,2.2,19,23,29
2013/02/05,2.3,9.7,38,26.24
2013/02/04,3.6,23.1,46,29.64
2013/02/03,1.3,17,43,24.27
2013/02/02,3.3,20.5,43,31.22
2013/02/01,3,24,37,36.9
2013/01/31,2.6,23,39,35.52
2013/01/30,2.3,25.5,40,31.25
2013/01/29,4.2,17.2,39,34.28
2013/01/28,4.5,23.9,34,30.92
2013/01/27,2.6,32.5,29,16.72
2013/01/26,3,24.3,59,27.14
2013/01/25,3.9,31.3,64,22.8
2013/01/24,3.4,19.5,63,35.49
2013/01/23,2.2,17.6,45,26
2013/01/22,3.6,15.6,59,32.91
2013/01/21,5.5,20.4,56,36.01
2013/01/20,1.3,27.5,56,24.33
2013/01/19,2.1,27.2,46,26.35
2013/01/18,2.1,31.4,30,18.5
2013/01/17,1.7,29.1,47,19.18
2013/01/16,2.4,25,51,28.91
2013/01/15,2.7,24.8,51,29.5
2013/01/14,2.5,32.9,26,20.11
2013/01/13,0.6,19.9,16,17.48
2013/01/12,0.8,22.8,23,17.36
2013/01/11,2.3,20.7,27,22.7
2013/01/10,2.2,23.3,18,17.65
2013/01/09,0.9,22.3,14,16.83
2013/01/08,1.6,12.6,20,22.96
2013/01/07,1.1,17.6,29,21.52
2013/01/06,1.5,16.3,24,17.14
2013/01/05,1.1,17.3,21,21.42
2013/01/04,1.9,19.6,14,22.16
2013/01/03,1.1,22,13,20.84
2013/01/02,2.3,10,37,25.93
2013/01/01,2.5,5.2,56,36.12
2012/12/31,1.8,20.5,26,20.76
2012/12/30,2.9,14.9,22,19.88
2012/12/29,3.6,22.3,45,29.96
2012/12/28,2.2,21.7,21,27.39
2012/12/27,2.8,20.1,70,27.07
2012/12/26,2.3,22,67,35.6
2012/12/25,3.7,24.8,83,37.68
2012/12/24,3.6,25.2,52,29.37
2012/12/23,1.5,27.7,19,12.84
2012/12/22,2,13.2,50,25.29
2012/12/21,2.1,26.5,62,35.18
2012/12/20,3,20,46,32.08
2012/12/19,1.9,16.8,19,23.49
2012/12/18,1.1,15.2,21,22.09
2012/12/17,1.9,20.7,36,27.19
2012/12/16,1.8,20.1,46,26.34
2012/12/15,3.3,21.1,44,25.15
2012/12/14,2.2,22.1,48,28.81
2012/12/13,3.7,25.7,47,29.25
2012/12/12,2.4,20.2,26,27.72
2012/12/11,2.1,13.1,25,24.85
2012/12/10,2.8,19.3,25,23.73
2012/12/09,0.9,20.9,12,19.49
2012/12/08,1.7,9.4,27,26.48
2012/12/07,3,22.1,43,30.21
2012/12/06,2.5,26.6,40,25.25
2012/12/05,2,15.2,29,25.69
2012/12/04,2.5,26.1,30,27.18
2012/12/03,1.4,19.1,16,18.63
2012/12/02,1,13,21,20.39
2012/12/01,2.4,5.2,28,32.79
2012/11/30,2.6,5,35,30.4
2012/11/29,1,9.8,24,25.74
2012/11/28,3,5.1,48,31.93
2012/11/27,1.7,13.3,31,25.75
2012/11/26,2.2,14.8,29,18.91
2012/11/25,3.2,31.1,48,23.1
2012/11/24,2.7,13.7,25,24.67
2012/11/23,1.6,11,21,19.73
2012/11/22,1.7,18.6,26,18.4
2012/11/21,2.5,7.5,44,23.87
2012/11/20,2.9,27.5,51,29.31
2012/11/19,2.2,21.3,32,25.58
2012/11/18,1.2,10.6,36,24.21
2012/11/17,1.6,15.7,38,25.45
2012/11/16,5.6,28.4,69,33.97
2012/11/15,3.8,29.2,76,33.58
2012/11/14,4.3,33.4,72,35.28
2012/11/13,2.9,26.8,42,29.01
2012/11/12,3.3,19.9,42,30.53
2012/11/11,1.8,26,21,18.55
2012/11/10,2,30.2,39,22.38
2012/11/09,2.7,38.6,58,27.36
2012/11/08,2.7,41.2,64,26.4
2012/11/07,3.2,34.7,53,34.04
2012/11/06,2.6,29.3,36,29.1
2012/11/05,1.9,29.5,34,23.13
2012/11/04,2.2,36.6,45,18.6
2012/11/03,3.3,40.9,51,25.47
2012/11/02,3,37.7,53,31.66
2012/11/01,2.5,36.5,39,21.07
2012/10/31,1.3,26.9,0.0,17.15
2012/10/30,3.8,21.7,0.0,28.83
2012/10/29,3.4,35.4,0.0,25.61
2012/10/28,3.8,36.1,90,23.24
2012/10/27,3.7,43.4,68,21.63
2012/10/26,4.1,48.5,50,30.15
2012/10/25,2.9,46,44,26.7
2012/10/24,2.2,40.3,34,26.41
2012/10/23,2.8,34.7,32,23.75
2012/10/22,3.2,42.9,56,22.03
2012/10/21,3.2,61,63,17.92
2012/10/20,3.5,46.5,50,24.42
